bag,name,sprite,sprite2,class2,occasion,once,bag2,throw,gen,game,rgby,gsc,rse,frlg,dppt,hgss,bwb2w2,xyoras,smusum,lple,swsh,bdsp,effect,xy,oras,spritesize,sprite3,class3,img,size,la,lp,swshe,section,section1,球果盒,held,bw,b2w2,lg,rgb,p,pt,d,bd,sp,class,m,usum,w,w2,b,b2,ru,ss,sa,hg,e,tcg,sm,5b,sprite4,class4,bwb2y2,snum,basis,pluck,bugbite,type,power,color,bnum,sprite5,class5,jpname,enname,section2,class6,sprite6,sprite7,class7,c,or,rs,dp,as,s,us,um,class1
道具,,Bag 糖果_紫 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对超音蝠家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_蓝 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对走路草家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_红 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对派拉斯家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_紫 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对毛球家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_褐 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对地鼠家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_黄 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对喵喵家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_黄 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对可达鸭家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_褐 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对猴怪家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_褐 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对卡蒂狗家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_蓝 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对蚊香蝌蚪家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_褐 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对凯西家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_灰 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对腕力家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_绿 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对喇叭芽家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_蓝 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对玛瑙水母家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_褐 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对小拳石家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_黄 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对小火马家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_粉 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对呆呆兽家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_灰 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对小磁怪家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_褐 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对大葱鸭家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_褐 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对嘟嘟家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_白 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对小海狮家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_紫 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对臭泥家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_紫 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对大舌贝家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_紫 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对鬼斯家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_灰 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对大岩蛇家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_黄 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对催眠貘家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_红 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对大钳蟹家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_红 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对霹雳电球家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_粉 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对蛋蛋家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_褐 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对卡拉卡拉家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_褐 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对飞腿郎使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_褐 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对快拳郎使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_粉 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对大舌头家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_紫 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对瓦斯弹家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_灰 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对独角犀牛家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_粉 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对吉利蛋家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_蓝 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对蔓藤怪家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_褐 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对袋兽家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_蓝 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对墨海马家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_红 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对角金鱼家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_褐 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对海星星家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_粉 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对魔墙人偶家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_绿 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对飞天螳螂家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_红 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对迷唇姐家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_黄 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对电击兽家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_红 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对鸭嘴火兽家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_褐 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对凯罗斯家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_褐 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对肯泰罗家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_红 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对鲤鱼王家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_蓝 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对拉普拉斯家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_紫 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对百变怪家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_褐 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对伊布家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_粉 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对多边兽家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_蓝 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对菊石兽家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_褐 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对化石盔家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_紫 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对化石翼龙家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_黑 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对卡比兽家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_蓝 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对急冻鸟家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度、GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_黄 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对闪电鸟家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_黄 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对火焰鸟家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_蓝 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对迷你龙家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_紫 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对超梦家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_粉 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对梦幻家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 糖果_灰 Sprite.png30px,,,,,糖果罐,,,{{道具信息框/game,,,,,,,,,,y,,,对美录坦家族的宝可梦使用，提升它的ＨＰ、攻击、防御、特攻、特防和速度GO力量各1点。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,经验糖果Ｓ,Bag 经验糖果Ｓ Sprite.png,,,,,,,,{{道具信息框/game,,,,,,,,,,,y,,选择１只同行宝可梦使用，让它提升１００点经验值。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,经验糖果Ｓ,Bag 经验糖果Ｓ LA Sprite.png30px,Bag 经验糖果Ｓ Sprite.png,伽勒尔,,,,,,{{道具信息框/game,,,,,,,,,,,y,,选择１只同行宝可梦使用，让它提升８００点经验值。,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,经验糖果Ｍ,Bag 经验糖果Ｍ LA Sprite.png30px,Bag 经验糖果Ｍ Sprite.png,伽勒尔,,,,,,{{道具信息框/game,,,,,,,,,,,y,,选择１只同行宝可梦使用，让它提升３０００点经验值。,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,经验糖果Ｌ,Bag 经验糖果Ｌ LA Sprite.png30px,Bag 经验糖果Ｌ Sprite.png,伽勒尔,,,,,,{{道具信息框/game,,,,,,,,,,,y,,选择１只同行宝可梦使用，让它提升１００００点经验值。,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,经验糖果ＸＬ,Bag 经验糖果ＸＬ LA Sprite.png30px,Bag 经验糖果ＸＬ Sprite.png,伽勒尔,,,,,,{{道具信息框/game,,,,,,,,,,,y,,选择１只同行宝可梦使用，让它提升３００００点经验值。,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 极巨糖果 Sprite.png,,,,,,,,{{道具信息框/game,,,,,,,,,,,y,,"选择１只同行宝可梦使用，让它提升１个极巨化等级。
对苍响、藏玛然特以及无极汰那使用会失败。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 球果果 LA Sprite.png30px,,,,,,,,{{道具信息框/game,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 弹子萁 LA Sprite.png30px,,,,,,,,{{道具信息框/game,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 玉石 LA Sprite.png30px,,,,,,,,{{道具信息框/game,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 木材 LA Sprite.png30px,,,,,,,,{{道具信息框/game,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 皇叶 LA Sprite.png30px,,,,,,,,{{道具信息框/game,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 除虫草 LA Sprite.png30px,,,,,,,,{{道具信息框/game,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 碎铁 LA Sprite.png30px,,,,,,,,{{道具信息框/game,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 黑玉石 LA Sprite.png30px,,,,,,,,{{道具信息框/game,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
道具,,Bag 天蓝玉石 LA Sprite.png30px,,,,,,,,{{道具信息框/game,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
