name,jname,enname,species,typen,type1,type2,ability1,abilityd,ndex,kdex,oldjdex,jdex,kdexs,gdexa,fbrow,obrow,opbrow,height,weight,egggroupn,egggroup1,egggroup2,expyield,expyieldgen5,gendercode,eggcycles,lv100exp,color,catchrate,body,evhp,evat,evde,evsa,evsd,evsp,footnotes,imagecode,imagecode2,imagecode3,ability1-2,abilityd3,form1,form2,form3,height2,height3,weight2,weight3,expyield2,expyieldgen5-2,abrow,gdex,imagecode4,tcg2,type2-2,ability1-3,abilityd4,form4,height4,weight4,expyield3,expyieldgen5-3,color2,adex,adexm,adexa,adex2,adexm2,adexa2,abilityn,abilityn2,abilityd2,ability2,type1-2,ability2-2,idex2,adexu,adexp,adexu2,adexp2,kdexm,hdex,oldhdex,sdex,egggroupn2,egggroup1-2,egggroupn3,egggroup1-3,gendercode2,gendercode3,kdexk,gdexc,evhp2,evat2,evde2,evsa2,evsd2,evsp2,type1-3,abilityn3,abilityn4,ability2-3,ability1-4,ability2-4,color3,body3,evhp3,evat3,evde3,evsa3,evsd3,evsp3,species2,heightn,tcg,type2-3,body2,weightn,catchrate2,formcolor2,formcolor3,forme,sprite,image,type1-4,color4,evhp4,evat4,evde4,evsa4,evsd4,evsp4,formcolor1,tcg3,imagecode5,imagecode6,type2-4,type2-5,type2-6,form5,form6,expyieldgen5-4,expyieldgen5-5,expyieldgen5-6,footprintform2,art,idex,species3,species4,expyield4,catchrate3,catchrate4,caption,abilityd5,abilityd6,width,display,type0,type0-2,ability1-5,height5,weight5,expyield5,color5,body4,body5,type2-1,ability3-3,ndex2,color6
东施喵,ブニャット,Purugly,虎斑猫,,一般,,厚脂肪,不服输,432,,,,,,,163,148,1.0,43.8,1,陆上,,183,158,191,20,"800,000",灰,75,08,0,0,0,0,0,2,,,,,,,,,,,,,,,,040,,,,,,,,,,,,,,,,,,,2,,,我行我素,,,,,,,,,,,077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
铃铛响,リーシャン,Chingling,铃铛,,超能力,,飘浮,,433,,,,,,,260,047,0.2,0.6,1,未发现,,74,57,127,25,"800,000",黄,120,12,0,0,0,1,0,0,,,,,,,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,082,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臭鼬噗,スカンプー,Stunky,臭鼬,,毒,恶,恶臭,锐利目光,434,,,,,,,053,149,0.4,19.2,1,陆上,,79,66,127,20,"1,000,000",紫,225,08,0,0,0,0,0,1,,,,,,,,,,,,,,,,144,130,,,,,,,,,,,,,,,,,,2,,,引爆,,,,,,,,,,,084,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
坦克臭鼬,スカタンク,Skuntank,臭鼬,,毒,恶,恶臭,锐利目光,435,,,,,,,054,150,1.0,38.0,1,陆上,,209,168,127,20,"1,000,000",紫,60,08,2,0,0,0,0,0,,,,,,,,,,,,,,,,145,131,,,,,,,,,,,,,,,,,,2,,,引爆,,,,,,,,,,,085,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
铜镜怪,ドーミラー,Bronzor,青铜,,钢,超能力,飘浮,重金属,436,,,,,,,184,176,0.5,60.5,1,矿物,,72,60,255,20,"1,000,000",绿,255,01,0,0,1,0,0,0,,,,,,,,,,,,,,,,248,118,,,,,,,,,,,,,,,,,,2,,,耐热,,,250,,,,,,,,088,,,,,,,,087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青铜钟,ドータクン,Bronzong,铜钟,,钢,超能力,飘浮,重金属,437,,,,,,,185,177,1.3,187.0,1,矿物,,188,175,255,20,"1,000,000",绿,90,04,0,0,1,0,1,0,,,,,,,,,,,,,,,,249,119,,,,,,,,,,,,,,,,,,2,,,耐热,,,251,,,,,,,,089,,,,,,,,088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盆才怪,ウソハチ,Bonsly,盆栽,,岩石,,结实,胆怯,438,,,,,,,098,024,0.5,15.0,1,未发现,,68,58,127,20,"1,000,000",褐,255,07,0,0,1,0,0,0,,,,,,,,,,,,,,,,030,252,,,,,,,,,,,,030,030,014,037,037,014,2,,,坚硬脑袋,,,,,,,,129,,,092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
魔尼尼,マネネ,Mime Jr.,默剧,,超能力,妖精,隔音,技术高手,439,,,,,,,169,101,0.6,13.0,1,未发现,,78,62,127,25,"1,000,000",粉红,145,12,0,0,0,0,1,0,,,,,,,,,,,,,,,,164,364,,,,,,,,,,,,,,,059,059,,2,,,过滤,,,,,,,,,,,094,,,,,,,113,010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小福蛋,ピンプク,Happiny,家家酒,,一般,,自然回复,友情防守,440,,,,,006,,227,,0.6,24.4,1,未发现,,255,110,254,40,"800,000",粉红,130,12,1,0,0,0,0,0,,,,,,,,,,,,,,,,022,,,,,,,,,,,,,032,032,016,039,039,016,2,,,天恩,,,,015,008,015,015,,,,096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
聒噪鸟,ペラップ,Chatot,音符,,一般,飞行,锐利目光,健壮胸肌,441,,,,,,,234,049,0.5,1.9,1,飞行,,107,144,127,20,"1,059,860",黑,30,09,0,1,0,0,0,0,,,,,,,,,,,,,,,,069,,,,,,,,,,,,,,,,,,,2,,,蹒跚,,,,,,,,,,,102,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花岩怪,ミカルゲ,Spiritomb,封印,,幽灵,恶,压迫感,穿透,442,,,,,,,,,1.0,108.0,1,不定形,,168,170,127,30,"1,000,000",紫,100,05,0,0,1,0,1,0,,,,,,,,,,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
圆陆鲨,フカマル,Gible,陆鲨,,龙,地面,沙隐,粗糙皮肤,443,,,,,,,199,208,0.7,20.5,2,怪兽,龙,67,60,127,40,"1,250,000",蓝,45,06,0,1,0,0,0,0,,,,,,,,,,,,,,,,251,,,,,,,,,,,,,238,,,307,,,,,,,,,,110,,128,,006,,,109,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
尖牙陆鲨,ガバイト,Gabite,洞穴,,龙,地面,沙隐,粗糙皮肤,444,,,,,,,200,209,1.4,56.0,2,怪兽,龙,144,144,127,40,"1,250,000",蓝,45,06,0,2,0,0,0,0,,,,,,,,,,,,,,,,252,,,,,,,,,,,,,239,,,308,,,,,,,,,,111,,129,,007,,,110,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
烈咬陆鲨,ガブリアス,Garchomp,音速,,龙,地面,沙隐,粗糙皮肤,445,,,,,,,201,210,1.9,95.0,2,怪兽,龙,218,270,127,40,"1,250,000",蓝,45,06,0,3,0,0,0,0,,File:445Garchomp.png,File:445Garchomp-Mega.png,,沙之力,,烈咬陆鲨,超级烈咬陆鲨,,,,,,-;,315,253,,,,,,,,,,,,,240,,,309,,,,,,,,,,112,,130,,008,,,111,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刚比,ゴンベ,Munchlax,大胃王,,一般,,捡拾,贪吃鬼,446,,,,138,,,074,102,0.6,105.0,1,未发现,,94,78,31,40,"1,250,000",黑,50,12,1,0,0,0,0,0,,,,,,,,,,,,,,,,027,260,,,,,,,,,,,,035,035,,042,042,,2,,,厚脂肪,,,,,,,,,,,112,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利欧路,リオル,Riolu,波纹,,格斗,,不屈之心,恶作剧之心,447,,,,062,,,264,178,0.7,20.2,1,未发现,,72,57,31,25,"1,059,860",蓝,75,06,0,1,0,0,0,0,,,,,,,,,,,,,,,,222,298,,,,,,,,,,,,279,,,377,,,2,,,精神力,,,033,,094,,124,,,,115,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
路卡利欧,ルカリオ,Lucario,波导,,格斗,钢,不屈之心,正义之心,448,,,,063,,,265,179,1.2,54.0,2,陆上,人型,204,184,31,25,"1,059,860",蓝,45,06,0,1,0,1,0,0,,File:448Lucario.png,File:448Lucario-Mega.png,,适应力,,路卡利欧,超级路卡利欧,,1.3 ,,57.5,,-;,219,223,299,,,,,,,,,,,,280,,,378,,,2,1 ,,精神力,,,034,,095,,125,,,,116,,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,1 ,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
沙河马,ヒポポタス,Hippopotas,河马,,地面,,扬沙,沙之力,449,,,,,,,283,103,0.8,49.5,1,陆上,,95,66,127,30,"1,250,000",褐,140,08,0,0,1,0,0,0,,,,,,,,,,,,,,,,246,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河马兽,カバルドン,Hippowdon,重量,,地面,,扬沙,沙之力,450,,,,,,,284,104,2.0,300.0,1,陆上,,198,184,127,30,"1,250,000",褐,60,08,0,0,2,0,0,0,,,,,,,,,,,,,,,,247,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
钳尾蝎,スコルピ,Skorupi,蝎子,,毒,虫,战斗盔甲,锐利目光,451,,,,,050,,262,050,0.8,12.0,2,虫,水中3,114,66,127,20,"1,250,000",紫,120,14,0,0,1,0,0,0,,,,,,,,,,,,,,,,173,285,,,,,,,,,,,,,,,,,,2,,,狙击手,,,201,,,,,015,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
龙王蝎,ドラピオン,Drapion,蝎怪,,毒,恶,战斗盔甲,锐利目光,452,,,,,051,,263,051,1.3,61.5,2,虫,水中3,204,175,127,20,"1,250,000",紫,45,14,0,0,2,0,0,0,,,,,,,,,,,,,,,,174,286,,,,,,,,,,,,,,,,,,2,,,狙击手,,,202,,,,,016,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不良蛙,グレッグル,Croagunk,毒击,,毒,格斗,危险预知,毒手,453,,,,125,082,,038,105,0.7,23.0,1,人型,,83,60,127,10,"1,000,000",蓝,140,12,0,1,0,0,0,0,,,,,,,,,,,,,,,,080,222,,,,,,,,,,,,,,,,,,2,,,干燥皮肤,,,290,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
毒骷蛙,ドクロッグ,Toxicroak,毒击,,毒,格斗,危险预知,毒手,454,,,,126,083,,039,106,1.3,44.4,1,人型,,181,172,127,20,"1,000,000",蓝,75,12,0,2,0,0,0,0,,,,,,,,,,,,,,,,081,223,,,,,,,,,,,,,,,,,,2,,,干燥皮肤,,,291,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
尖牙笼,マスキッパ,Carnivine,捕虫,,草,,飘浮,,455,,,,,,,238,052,1.4,27.0,1,植物,,164,159,127,25,"1,250,000",绿,200,10,0,2,0,0,0,0,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,289,,,,,029,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
荧光鱼,ケイコウオ,Finneon,飞翅鱼,,水,,悠游自如,水幕,456,,,,,,,246,,0.4,7.0,1,水中2,,90,66,127,20,"600,000",蓝,190,03,0,0,0,0,0,1,,,,,,,,,,,,,,,,086,,,,,,,,,,,,,108,108,040,131,131,040,2,,,引水,,,,055,057,058,069,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
霓虹鱼,ネオラント,Lumineon,霓虹,,水,,悠游自如,水幕,457,,,,,,,247,,1.2,24.0,1,水中2,,156,161,127,20,"600,000",蓝,75,03,0,0,0,0,0,2,,,,,,,,,,,,,,,,087,,,,,,,,,,,,,109,109,041,132,132,041,2,,,引水,,,,056,058,059,070,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小球飞鱼,タマンタ,Mantyke,风筝,,水,飞行,悠游自如,水幕,458,,,,,046,,062,,1.0,65.0,1,未发现,,108,69,127,25,"1,250,000",蓝,25,09,0,0,0,0,1,0,,,,,,,,,,,,,,,,090,354,,,,,,,,,,,,,,,145,145,049,2,,,储水,,,233,,,,,,,,140,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雪笠怪,ユキカブリ,Snover,树冰,,草,冰,降雪,隔音,459,,,,,,,257,151,1.0,50.5,2,怪兽,植物,131,67,127,20,"1,250,000",白,120,06,0,1,0,0,0,0,,,,,,,,,,,,,,,,211,096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,088,,,142,,,,,,,,031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
暴雪王,ユキノオー,Abomasnow,树冰,,草,冰,降雪,隔音,460,,,,,,,258,152,2.2,135.5,2,怪兽,植物,214,173,127,20,"1,250,000",白,60,06,0,1,0,1,0,0,,File:460Abomasnow.png,File:460Abomasnow-Mega.png,,降雪,,暴雪王,超级暴雪王,,2.7,,185.0,,-;,208,212,097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,089,,,143,,,,,,,,032,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玛狃拉,マニューラ,Weavile,钩爪,,恶,冰,压迫感,顺手牵羊,461,,,,,,,203,131,1.1,34.0,1,陆上,,199,179,127,20,"1,059,860",黑,45,06,0,1,0,0,0,1,,,,,,,,,,,,,,,,245,293,,,,,,,,,,,,250,,,327,,,,,,,,,253,122,,148,,092,,,145,,,,,,,,029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自爆磁怪,ジバコイル,Magnezone,磁场,,电,钢,磁力,分析,462,,,,,107,,112,180,1.2,180.0,1,矿物,,211,241,255,20,"1,000,000",灰,30,04,0,0,0,3,0,0,,,,,,,,,,,,,,,,064,,,,,,,,,,,,,049,049,,056,056,,2,,,结实,,,050,027,,027,,071,086,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大舌舔,ベロベルト,Lickilicky,舔舔,,一般,,我行我素,无关天气,463,,,181,,055,,250,211,1.7,140.0,1,怪兽,,193,180,127,20,"1,000,000",粉红,30,12,3,0,0,0,0,0,,,,,,,,,,,,,,,,175,,,,,,,,,,,,,,,,376,,,2,,,迟钝,,,285,,,,123,135,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
超甲狂犀,ドサイドン,Rhyperior,钻锥,,地面,岩石,避雷针,舍身,464,,,,,185,,287,,2.4,282.8,2,怪兽,陆上,217,241,127,20,"1,250,000",灰,30,06,0,3,0,0,0,0,,,,,,,,,,,,,,,,151,266,,,,,,,,,,,,,,,,,,2,,,坚硬岩石,,,,,,,,,178,,188,,,,,,,052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨蔓藤,モジャンボ,Tangrowth,藤蔓状,,草,,叶绿素,再生力,465,,,183,,081,,289,053,2.0,128.6,1,植物,,211,187,127,20,"1,000,000",蓝,30,12,0,0,2,0,0,0,,,,,,,,,,,,,,,,036,,,,,,,,,,,,,,,,,,,2,,,叶子防守,,,218,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
电击魔兽,エレキブル,Electivire,雷电,,电,,电气引擎,干劲,466,,,,,,,117,181,1.8,138.6,1,人型,,199,243,63,25,"1,000,000",黄,30,06,0,3,0,0,0,0,,,,,,,,,,,,,,,,072,,,,,,,,,,,,,228,,,297,,,,,,,,,058,100,,118,,,,,199,,,,,,,,017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鸭嘴炎兽,ブーバーン,Magmortar,爆炎,,火,,火焰之躯,干劲,467,,,,,,,189,076,1.6,68.0,1,人型,,199,243,63,25,"1,000,000",红,30,06,0,0,0,3,0,0,,,,,,,,,,,,,,,,075,,,,,,,,,,,,,168,,095,202,,103,,,,,,,055,,,,,,,,202,,,,,,,,020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
波克基斯,トゲキッス,Togekiss,祝福,,妖精,飞行,活力,超幸运,468,,,,,,,155,119,1.5,38.0,2,飞行,妖精,220,245,31,10,"800,000",白,30,09,0,0,0,2,1,0,,,,,,,,,,,,,,,,261,259,,,,,,,,,,,,,,,,,,2,,,天恩,,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
远古巨蜓,メガヤンマ,Yanmega,勾蜓,,虫,飞行,加速,察觉,469,,,102,,,,205,,1.9,51.5,1,虫,,198,180,127,20,"1,000,000",绿,30,13,0,2,0,0,0,0,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,2,,,有色眼镜,,,287,,,,,,,,184,,,,,,,088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
叶伊布,リーフィア,Leafeon,新绿,,草,,叶子防守,叶绿素,470,,,,,,,081,060,1.0,25.5,1,陆上,,196,184,31,35,"1,000,000",绿,45,08,0,0,2,0,0,0,,,,,,,,,,,,,,,,103,202,,,,,,,,,,,,129,,056,159,,060,,,,,,,097,,,,,,,,169,,,,,,,083,080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冰伊布,グレイシア,Glaceon,新雪,,冰,,雪隐,冰冻之躯,471,,,,,,,082,061,0.8,25.9,1,陆上,,196,184,31,35,"1,000,000",蓝,45,08,0,0,0,2,0,0,,,,,,,,,,,,,,,,104,203,,,,,,,,,,,,130,,057,160,,061,,,,,,,098,,,,,,,,170,,,,,,,084,081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天蝎王,グライオン,Gliscor,牙蝎,,地面,飞行,怪力钳,毒疗,472,,,,,,,108,213,2.0,42.5,1,虫,,192,179,127,20,"1,059,860",紫,30,09,0,0,2,0,0,0,,,,,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,2,,,沙隐,,,222,,,,,116,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
象牙猪,マンムー,Mamoswine,双牙,,冰,地面,迟钝,厚脂肪,473,,,197,,,,282,,2.5,291.0,1,陆上,,207,239,127,20,"1,250,000",褐,50,08,0,3,0,0,0,0,,,,,,,,,,,,,,,,202,077,,,,,,,,,,,,,,,,,,2,,,雪隐,,,260,,,,,078,,,205,,,,,,,,009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
多边兽乙型,ポリゴンＺ,Porygon-Z,虚拟,,一般,,适应力,分析,474,,,,,210,,119,182,0.9,34.0,1,矿物,,185,241,255,20,"1,000,000",红,30,04,0,0,0,3,0,0,,,,,,,,,,,,,,,,262,,,,,,,,,,,,,219,,,283,,,2,,,下载,,,,091,,104,,,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
艾路雷朵,エルレイド,Gallade,利刃,,超能力,格斗,不屈之心,正义之心,475,,,,067,037,,136,195,1.6,52.0,2,人型,不定形,208,233,0,20,"1,250,000",白,45,12,0,3,0,0,0,0,,File:475Gallade.png,File:475Gallade-Mega.png,,精神力,,艾路雷朵,超级艾路雷朵,,,,56.4,,-;,278,160,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,032,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大朝北鼻,ダイノーズ,Probopass,罗盘,,岩石,钢,结实,沙之力,476,,,,,,,290,107,1.4,340.0,1,矿物,,198,184,127,20,"1,000,000",灰,60,11,0,0,1,0,2,0,,,,,,,,,,,,,,,,045,,,,,,,,,,,,,199,,126,255,,156,2,,,磁力,,,165,,,,,,062,,156,,,,,,,094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
黑夜魔灵,ヨノワール,Dusknoir,抓握,,幽灵,,压迫感,察觉,477,,,,,,,150,198,2.2,106.6,1,不定形,,210,236,127,25,"800,000",黑,45,04,0,0,1,0,2,0,,,,,,,,,,,,,,,,192,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雪妖女,ユキメノコ,Froslass,雪国,,冰,幽灵,雪隐,诅咒之躯,478,,,,,,,288,153,1.3,26.6,2,妖精,矿物,187,168,254,20,"1,000,000",白,75,04,0,0,0,0,0,2,,,,,,,,,,,,,,,,215,081,,,,,,,,,,,,248,,,325,,,,,,,,,,120,,146,,,181,,208,,,,,,,,027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
洛托姆,ロトム,Rotom,等离子,,电,幽灵,飘浮,,479,,,,,,,,,0.3,0.3,1,不定形,,132,154,255,20,"1,000,000",红,45,01,0,0,0,1,0,1,,File:479Rotom.png,File:479Rotom-Heat.png,File:479Rotom-Wash.png,飘浮,,洛托姆的样子,加热洛托姆,清洗洛托姆,,,,,,182,,372,File:479Rotom-Frost.png,,火,,,結冰洛托姆,,,,182,,,,,,,,,,,,,,,,,,,068,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水,,,,,,,,,,,,,,,,,,,File:479Rotom-Fan.png,File:479Rotom-Mow.png,冰,飞行,草,旋转洛托姆,切割洛托姆,182,182,182,,,,,,,,,,,,,,,,,,,,,,,,,,
由克希,ユクシー,Uxie,知识,,超能力,,飘浮,,480,,,,,,,,,0.3,0.3,1,未发现,,210,261,255,80,"1,250,000",黄,3,06,0,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
艾姆利多,エムリット,Mesprit,感情,,超能力,,飘浮,,481,,,,,,,,,0.3,0.3,1,未发现,,210,261,255,80,"1,250,000",粉红,3,06,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
亚克诺姆,アグノム,Azelf,意志,,超能力,,飘浮,,482,,,,,,,,,0.3,0.3,1,未发现,,210,261,255,80,"1,250,000",蓝,3,06,0,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帝牙卢卡,ディアルガ,Dialga,时间,,钢,龙,压迫感,心灵感应,483,,,,,,,,,5.4,683.0,1,未发现,,220,306,255,120,"1,250,000",白,3,08,0,0,0,3,0,0,,,,,,,,,,,,,,,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
